Age,Gender,Country,family_history,work_interfere,no_employees,remote_work,tech_company,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_vs_physical,obs_consequence
24,Female,United States,Yes,Sometimes,100-500,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,Yes
28,Female,United Kingdom,No,Never,26-100,No,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Don't know,No
25,Male,United States,Yes,Rarely,26-100,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No
46,Male,United States,Yes,Sometimes,Unknown,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Don't know,No
29,Male,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Yes,Maybe,No,Don't know,No
26,Female,United States,No,Sometimes,100-500,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,Yes
32,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,Don't know,No
23,Female,United Kingdom,Yes,Sometimes,Unknown,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No
25,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Don't know,No
26,Female,United States,Yes,Sometimes,26-100,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,No,Yes
42,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
35,Female,United States,No,Sometimes,100-500,No,No,No,No,Yes,Very difficult,Yes,Maybe,No,No,Yes
25,Male,United States,No,Never,More than 1000,No,No,No,No,Don't know,Don't know,No,No,Some of them,Don't know,No
35,Female,United States,No,Never,500-1000,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,No
32,Male,United States,Yes,Often,26-100,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No
21,Male,United Kingdom,Yes,Never,Unknown,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Don't know,No
23,Male,United States,No,Never,26-100,No,No,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No
32,Female,Canada,No,Often,More than 1000,No,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
41,Female,Netherlands,No,Rarely,Unknown,Yes,Yes,Don't know,Yes,No,Somewhat easy,No,No,Yes,Yes,No
29,Female,United States,No,Never,26-100,No,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Don't know,Yes
23,Female,Ireland,No,Rarely,26-100,No,Yes,Yes,No,Don't know,Don't know,No,No,Yes,Don't know,No
38,Female,United States,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Very easy,Maybe,No,Yes,No,Yes
42,Male,New Zealand,No,Never,500-1000,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Don't know,No
28,Male,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No
29,Male,United States,No,Often,26-100,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
29,Male,United States,Yes,Sometimes,More than 1000,Yes,No,No,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,No
42,Male,United States,Yes,Sometimes,Unknown,Yes,No,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,No
35,Female,United States,Yes,Never,More than 1000,No,Yes,Don't know,No,Yes,Somewhat easy,Maybe,No,No,Don't know,No
28,Male,New Zealand,Yes,Sometimes,Unknown,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,No
34,Female,Australia,Yes,Never,500-1000,No,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,Don't know,Yes
27,Male,Australia,No,Never,Unknown,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,Don't know,No
40,Male,United States,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Don't know,Yes
28,Female,United States,No,Often,Unknown,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Don't know,No
24,Female,United Kingdom,Yes,Often,Unknown,Yes,Yes,No,No,Don't know,Very easy,No,No,Yes,Don't know,No
27,Female,Hungary,Yes,Sometimes,Unknown,Yes,Yes,No,No,No,Very difficult,Yes,Maybe,No,No,No
43,Male,United States,No,Sometimes,More than 1000,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,No,Don't know,No
29,Female,United Kingdom,No,Rarely,Unknown,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
29,Male,United Kingdom,No,Never,Unknown,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
26,Female,Canada,Yes,Sometimes,100-500,No,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,Don't know,No
22,Male,Brazil,No,Never,Unknown,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Don't know,No
36,Female,United States,Yes,Rarely,More than 1000,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Don't know,No
46,Male,United States,Yes,Sometimes,100-500,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,No
26,Male,United Kingdom,No,Often,Unknown,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,Don't know,No
38,Male,United States,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No
26,Male,United States,Yes,Sometimes,More than 1000,No,Yes,No,Yes,Yes,Very difficult,Maybe,No,Some of them,No,Yes
33,Female,Sweden,Yes,Rarely,More than 1000,No,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Don't know,No
37,Male,Italy,No,Sometimes,26-100,No,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Some of them,No,No
26,Male,Russia,No,Never,26-100,No,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Don't know,No
45,Male,United States,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Some of them,Don't know,No
26,Male,France,No,Never,Unknown,No,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,No,No
24,Male,United Kingdom,Yes,Often,26-100,No,No,No,No,No,Somewhat easy,Yes,Maybe,Some of them,No,Yes
40,Female,United States,Yes,Sometimes,100-500,No,No,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Don't know,No
37,Male,United States,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No
29,Male,Mexico,No,Never,Unknown,Yes,Yes,No,No,No,Don't know,Maybe,Maybe,No,No,No
34,Male,Netherlands,Yes,Rarely,Unknown,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
28,Male,Canada,No,Never,100-500,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No
37,Male,Canada,Yes,Often,26-100,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
45,Female,United States,No,Rarely,26-100,No,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,No
38,Male,Netherlands,Yes,Often,26-100,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,No
21,Male,United Kingdom,No,Often,Unknown,Yes,No,No,No,Yes,Very difficult,Yes,No,Some of them,No,No
25,Male,United States,Yes,Often,Unknown,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Don't know,No
28,Male,Germany,Yes,Rarely,Unknown,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
38,Male,United Kingdom,No,Sometimes,26-100,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No
26,Male,Moldova,No,Often,26-100,No,Yes,No,No,Yes,Very difficult,No,No,Yes,Don't know,No
33,Male,United States,Yes,Sometimes,100-500,No,No,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No
33,Female,United States,Yes,Sometimes,Unknown,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Yes,No
30,Male,United Kingdom,No,Often,26-100,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No
26,Male,United States,No,Rarely,More than 1000,No,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,No,No
33,Male,Canada,Yes,Often,Unknown,Yes,Yes,No,No,No,Somewhat difficult,Yes,No,No,Don't know,No
33,Male,Italy,Yes,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Don't know,No
27,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No
29,Male,United States,No,Rarely,More than 1000,No,Yes,No,No,Don't know,Very easy,Yes,Maybe,Some of them,Don't know,No
29,Male,United States,Yes,Sometimes,26-100,No,No,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
33,Male,United States,Yes,Sometimes,26-100,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
22,Female,United States,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,Yes
27,Female,United States,No,Sometimes,26-100,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Don't know,No
28,Male,United States,Yes,Rarely,More than 1000,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No
49,Male,United States,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No
26,Male,United Kingdom,No,Never,Unknown,No,Yes,No,Don't know,Don't know,Very easy,No,No,Some of them,Don't know,Yes
32,Male,United Kingdom,Yes,Sometimes,100-500,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,Yes
25,Female,United States,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No
34,Male,United Kingdom,Yes,Often,26-100,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No
32,Male,United States,No,Never,Unknown,Yes,Yes,No,No,Don't know,Very easy,No,No,Yes,Don't know,No
24,Male,United States,No,Sometimes,Unknown,No,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Don't know,No
41,Female,United States,Yes,Sometimes,26-100,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Don't know,No
35,Male,Canada,Yes,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Don't know,No
23,Male,United States,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,Don't know,No
29,Female,United States,No,Often,More than 1000,Yes,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Don't know,No
31,Male,Poland,No,Often,Unknown,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Don't know,No
30,Male,Singapore,No,Sometimes,26-100,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,Yes
34,Male,United States,Yes,Never,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Don't know,No
42,Male,United States,No,Never,Unknown,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No
31,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No
37,Male,United Kingdom,No,Sometimes,Unknown,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No
32,Male,United Kingdom,Yes,Sometimes,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Yes,Don't know,Yes
25,Male,United States,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,No,Yes
35,Female,United States,Yes,Rarely,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No
28,Male,United Kingdom,Yes,Often,26-100,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,No,No
28,Male,France,No,Never,26-100,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
30,Male,Ireland,No,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No
42,Male,United States,No,Rarely,Unknown,Yes,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No
26,Male,Canada,Yes,Often,Unknown,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
31,Female,United States,Yes,Sometimes,100-500,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Don't know,No
35,Male,Denmark,Yes,Often,Unknown,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No
40,Female,United States,Yes,Never,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,Don't know,No
40,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
32,Female,United States,Yes,Often,100-500,No,Yes,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Don't know,No
38,Female,United States,Yes,Sometimes,26-100,No,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Don't know,No
43,Female,United States,Yes,Rarely,More than 1000,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Don't know,No
33,Male,United States,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,No,No,Don't know,No
32,Female,United States,No,Never,100-500,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,Don't know,No
38,Male,United States,No,Rarely,26-100,Yes,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No
31,Male,Philippines,No,Sometimes,More than 1000,No,Yes,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,Yes
36,Male,United States,No,Never,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Don't know,No
30,Male,United States,Yes,Often,More than 1000,No,Yes,Yes,No,Don't know,Very difficult,Yes,No,Some of them,No,Yes
33,Female,United States,No,Often,More than 1000,No,Yes,Don't know,Don't know,Don't know,Don't know,Yes,No,No,Don't know,No
41,Male,United States,No,Rarely,500-1000,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No
23,Female,United Kingdom,Yes,Never,More than 1000,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Don't know,No
43,Male,United States,No,Sometimes,100-500,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,Yes
32,Male,United States,Yes,Sometimes,Unknown,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No
34,Female,United States,No,Sometimes,500-1000,No,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No
25,Male,United Kingdom,No,Never,26-100,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No
27,Female,New Zealand,Yes,Rarely,100-500,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Don't know,No
32,Male,United States,No,Rarely,Unknown,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,Don't know,No
35,Male,United States,Yes,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Don't know,No
30,Male,United Kingdom,Yes,Sometimes,More than 1000,No,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No
22,Male,Netherlands,Yes,Sometimes,Unknown,Yes,Yes,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No
39,Male,United Kingdom,Yes,Sometimes,More than 1000,No,No,No,No,Yes,Very easy,Maybe,Maybe,Some of them,Yes,No
19,Male,Canada,No,Sometimes,26-100,No,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,Don't know,No
32,Male,Canada,No,Never,Unknown,Yes,Yes,No,No,Don't know,Very easy,No,No,Yes,Yes,No
40,Male,United States,Yes,Sometimes,Unknown,No,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,Some of them,Don't know,No
27,Male,Brazil,No,Rarely,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No
26,Female,United States,Yes,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Don't know,No
23,Male,Canada,No,Often,26-100,No,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Don't know,No
43,Male,United States,Yes,Often,More than 1000,Yes,Yes,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No
28,Female,United States,No,Rarely,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,Yes
23,Male,United States,No,Rarely,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No
28,Male,United States,No,Never,Unknown,No,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,No
33,Male,United States,No,Often,Unknown,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Don't know,No
28,Female,United States,Yes,Sometimes,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No
29,Male,United States,Yes,Sometimes,26-100,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Don't know,No
46,Male,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No
36,Male,United States,Yes,Never,500-1000,No,Yes,No,Don't know,Don't know,Don't know,No,No,Yes,Don't know,No
32,Male,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No
38,Male,Ireland,Yes,Sometimes,Unknown,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No
30,Male,United States,No,Never,Unknown,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Don't know,No
39,Female,United States,No,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No
40,Male,China,No,Sometimes,Unknown,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,Don't know,No
32,Male,United Kingdom,Yes,Rarely,Unknown,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No
29,Male,United States,Yes,Often,100-500,No,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Don't know,No
33,Male,United States,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,No
25,Female,United States,No,Sometimes,Unknown,No,Yes,No,No,No,Somewhat easy,Maybe,No,Some of them,Yes,No
39,Male,United States,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Don't know,Yes
31,Male,United States,No,Never,26-100,No,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,Don't know,No
26,Male,United States,No,Never,More than 1000,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Don't know,No
29,Male,United States,No,Never,Unknown,No,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No
34,Female,Canada,Yes,Sometimes,More than 1000,No,No,Yes,No,Don't know,Somewhat easy,No,No,Some of them,No,No
23,Female,United States,No,Rarely,More than 1000,No,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Yes,No,No
31,Male,United States,Yes,Sometimes,Unknown,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Don't know,No
32,Male,United States,Yes,Rarely,Unknown,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,Don't know,No
27,Female,Australia,Yes,Sometimes,Unknown,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,No,No
27,Female,United States,No,Sometimes,500-1000,No,Yes,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,No
24,Male,United States,No,Never,26-100,No,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Don't know,No
38,Male,United States,Yes,Sometimes,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
29,Female,United States,Yes,Rarely,500-1000,Yes,No,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,Don't know,No
25,Male,United States,Yes,Sometimes,More than 1000,No,Yes,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,No
31,Male,United States,No,Never,More than 1000,No,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Don't know,No
23,Female,United Kingdom,No,Sometimes,Unknown,No,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No
48,Male,United States,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,Yes
28,Male,United States,No,Sometimes,More than 1000,No,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No
36,Male,United Kingdom,No,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Don't know,Yes
34,Male,United States,No,Sometimes,100-500,No,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,Don't know,No
31,Male,Canada,Yes,Sometimes,Unknown,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No
25,Male,Germany,No,Never,More than 1000,No,No,Don't know,Yes,Don't know,Don't know,No,No,Yes,Don't know,No
30,Male,Germany,No,Often,26-100,No,Yes,Don't know,No,Don't know,Somewhat easy,Maybe,No,Some of them,Don't know,No
34,Male,Ireland,Yes,Never,Unknown,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
18,Male,Netherlands,No,Often,Unknown,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No
31,Male,United Kingdom,No,Often,Unknown,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
23,Male,United States,Yes,Sometimes,26-100,Yes,No,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No
34,Male,United States,No,Never,Unknown,Yes,Yes,No,No,Don't know,Don't know,Yes,Yes,No,Don't know,No
26,Female,United States,Yes,Rarely,100-500,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No
45,Male,Ireland,No,Often,Unknown,No,Yes,No,No,Don't know,Very difficult,No,No,No,Don't know,No
26,Female,Australia,Yes,Sometimes,100-500,No,No,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Don't know,No
43,Male,United Kingdom,No,Never,26-100,No,Yes,No,Don't know,Don't know,Don't know,No,No,Yes,Don't know,No
36,Male,United States,No,Sometimes,100-500,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Don't know,No
45,Female,United States,No,Sometimes,Unknown,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No
34,Male,Poland,No,Never,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Don't know,No
35,Male,Switzerland,Yes,Often,More than 1000,No,Yes,No,No,Yes,Very easy,No,No,Some of them,No,No
